ID;SEASON;TRIAL;A_x;A_y;B_x;B_y;C_x;C_y;D_x;D_y;FOOD_x;FOOD_y;cmxpixel
20201101-3;spring;5;53.42831;70.22517;106.67793;13.93782;163.14397;68.61696;109.17959;123.65348;130.80108;25.0166;0.17869
20201101-3;spring;6;53.96438;70.76124;108.46483;14.47389;163.85873;67.72351;109.71566;123.2961;130.26501;22.69363;0.17869
20201101-3;spring;7;54.32176;69.51041;108.46483;13.58044;163.68004;67.54482;109.17959;123.11741;128.47811;23.76577;0.17869
20201101-3;spring;8;53.07093;70.58255;107.75007;14.65258;162.96528;68.25958;109.35828;124.18955;132.58798;24.30184;0.17869
20201101-3;spring;9;54.32176;70.76124;108.46483;13.75913;163.85873;67.9022;109.35828;122.93872;129.37156;23.58708;0.17869
20201101-3;spring;10;54.50045;70.40386;107.75007;13.58044;163.85873;67.9022;109.53697;123.2961;130.26501;22.51494;0.17869
20201103-1;spring;1;53.07093;70.93993;106.67793;14.11651;162.96528;68.43827;109.53697;123.83217;129.37156;23.76577;0.17869
20201103-1;spring;2;53.78569;70.93993;106.67793;14.47389;163.68004;68.61696;109.35828;124.01086;132.40929;23.05101;0.17869
20201103-1;spring;3;52.89224;70.93993;106.32055;13.93782;162.6079;68.43827;109.53697;123.2961;129.55025;24.83791;0.17869
20201103-1;spring;4;53.96438;70.04648;106.67793;13.75913;163.68004;68.79565;109.53697;123.2961;130.80108;24.65922;0.17869
20201103-1;spring;5;53.07093;70.58255;107.03531;14.47389;162.42921;68.61696;109.53697;124.01086;131.51584;22.15756;0.17869
20201103-1;spring;6;54.32176;70.22517;107.75007;14.2952;163.68004;68.97434;109.53697;123.83217;131.87322;24.48053;0.17869
20201103-1;spring;7;53.78569;70.22517;108.10745;13.75913;163.50135;67.9022;109.53697;123.11741;130.80108;24.48053;0.17869
20201103-1;spring;8;53.24962;70.22517;107.92876;14.47389;163.32266;68.08089;109.53697;123.65348;133.12405;22.69363;0.17869
20201103-1;spring;9;53.78569;69.86779;108.46483;13.75913;163.50135;67.9022;109.71566;123.11741;132.94536;24.65922;0.17869
20201103-1;spring;10;53.96438;70.22517;108.10745;14.2952;163.68004;68.25958;109.53697;123.83217;129.90763;24.48053;0.17869
20201103-4;spring;1;53.07093;70.58255;106.67793;13.93782;162.6079;68.61696;109.35828;123.83217;130.26501;24.12315;0.17869
20201103-4;spring;2;53.96438;70.22517;108.64352;13.75913;163.68004;68.25958;109.35828;123.2961;132.05191;24.48053;0.17869
20201103-4;spring;3;53.07093;70.93993;107.03531;13.93782;162.6079;68.43827;109.53697;124.18955;132.58798;24.48053;0.17869
20201103-4;spring;4;52.53486;69.86779;106.85662;13.40175;163.14397;67.54482;109.35828;123.11741;132.58798;21.80018;0.17869
20201103-4;spring;5;54.32176;69.6891;108.46483;14.47389;164.03742;68.79565;109.53697;124.18955;130.80108;25.91005;0.17869
20201103-4;spring;6;54.32176;71.11862;109.0009;14.2952;164.21611;68.79565;109.53697;124.01086;133.83881;25.0166;0.17869
20201103-4;spring;7;53.42831;69.6891;107.57138;13.75913;163.32266;67.9022;109.53697;123.11741;129.01418;22.15756;0.17869
20201103-4;spring;8;53.24962;70.22517;108.28614;14.47389;163.14397;68.79565;109.35828;123.83217;130.62239;22.15756;0.17869
20201103-4;spring;9;53.78569;69.6891;108.10745;13.40175;163.14397;67.54482;109.53697;123.2961;130.80108;23.2297;0.17869
20201103-4;spring;10;54.32176;70.40386;108.46483;14.2952;163.85873;68.61696;109.53697;123.65348;132.94536;21.80018;0.17869
20201103-5;spring;1;52.89224;70.93993;107.214;14.2952;162.6079;68.25958;108.82221;123.83217;130.80108;23.2297;0.17869
20201103-5;spring;2;53.78569;70.58255;107.75007;14.47389;163.50135;68.61696;108.64352;123.83217;131.15846;25.0166;0.17869
20201103-5;spring;3;53.07093;70.93993;106.67793;14.47389;162.96528;68.61696;108.64352;123.65348;131.15846;23.94446;0.17869
20201103-5;spring;4;53.07093;70.22517;107.214;13.75913;162.6079;67.54482;108.28614;123.2961;129.19287;25.91005;0.17869
20201103-5;spring;5;53.07093;70.22517;107.39269;14.47389;162.6079;67.9022;109.53697;123.83217;130.62239;25.19529;0.17869
20201103-5;spring;6;53.96438;70.93993;108.10745;14.11651;163.68004;68.43827;109.53697;123.65348;133.12405;25.37398;0.17869
20201103-5;spring;7;53.24962;69.51041;107.39269;13.58044;163.14397;67.54482;109.53697;123.11741;130.26501;24.48053;0.17869
20201103-5;spring;8;53.42831;70.04648;107.75007;14.47389;163.14397;68.61696;109.35828;123.83217;129.90763;25.0166;0.17869
20201103-5;spring;9;53.96438;69.6891;107.92876;14.11651;163.68004;67.9022;109.53697;123.47479;131.33715;23.76577;0.17869
20201103-5;spring;10;54.14307;70.22517;107.92876;13.93782;163.68004;68.08089;109.89435;123.2961;130.97977;24.48053;0.17869
20201106-1;spring;1;52.89224;70.22517;106.67793;13.75913;162.25052;68.25958;109.17959;123.2961;127.40597;23.40839;0.17869
20201106-1;spring;2;53.78569;70.93993;107.92876;14.47389;163.32266;68.97434;109.17959;123.65348;127.94204;24.65922;0.17869
20201106-1;spring;3;52.89224;70.58255;106.49924;14.47389;162.6079;68.61696;109.53697;123.83217;129.01418;24.12315;0.17869
20201106-1;spring;4;53.07093;70.22517;107.214;13.93782;162.6079;67.9022;109.17959;123.47479;128.47811;21.62149;0.17869
20201106-1;spring;5;53.24962;70.04648;107.75007;14.47389;162.96528;68.97434;109.35828;123.83217;130.08632;25.91005;0.17869
20201106-1;spring;6;53.78569;70.22517;108.46483;14.65258;163.32266;68.61696;109.35828;124.18955;130.62239;24.65922;0.17869
20201106-1;spring;7;53.78569;70.40386;107.92876;13.75913;163.50135;67.9022;108.82221;123.2961;130.26501;23.2297;0.17869
20201106-1;spring;8;53.78569;70.58255;107.57138;14.65258;163.14397;68.79565;109.0009;124.01086;130.80108;24.65922;0.17869
20201106-1;spring;9;53.78569;70.22517;108.28614;14.2952;163.50135;68.97434;109.0009;123.83217;132.05191;27.33957;0.17869
20201106-1;spring;10;53.607;70.58255;107.92876;14.2952;163.14397;68.08089;109.0009;124.01086;134.37488;22.87232;0.17869
20200623-1;summer;1;162.346366;163.826728;120.649503;101.898251;183.318161;59.21448;226.001932;122.376592;135.69985;126.570951;0.246727
20200623-1;summer;2;162.099639;164.073455;120.89623;100.911343;183.318161;58.474299;226.495386;120.649503;136.686758;129.778402;0.246727
20200623-1;summer;3;163.086547;164.073455;120.89623;101.898251;183.564888;58.721026;226.742113;121.636411;135.946577;127.804586;0.246727
20200623-1;summer;4;162.83982;163.580001;120.649503;100.911343;183.071434;57.980845;226.495386;121.389684;134.712942;127.311132;0.246727
20200623-1;summer;5;163.086547;163.580001;120.89623;100.417889;183.564888;57.240664;226.98884;120.402776;135.453123;128.051313;0.246727
20200623-1;summer;6;163.086547;164.073455;120.89623;99.677708;184.058342;58.227572;226.98884;121.142957;135.206396;130.76531;0.246727
20200623-1;summer;7;162.593093;164.073455;120.649503;101.15807;183.071434;57.980845;226.495386;121.389684;134.712942;127.804586;0.246727
20200623-1;summer;8;163.580001;164.073455;121.142957;100.171162;183.564888;58.227572;227.235567;121.142957;136.440031;129.778402;0.246727
20200623-1;summer;9;162.099639;163.580001;120.649503;101.15807;182.57798;57.980845;226.742113;121.636411;134.466215;127.064405;0.246727
20200623-1;summer;10;162.83982;163.580001;120.89623;100.417889;183.318161;57.734118;226.742113;121.142957;134.712942;128.051313;0.246727
20200625-3;summer;1;179.617256;162.593093;134.959669;100.417889;197.134873;55.760302;240.805552;118.42896;149.516562;128.791494;0.246727
20200625-3;summer;2;178.877075;161.852912;135.206396;98.937527;197.628327;56.007029;241.052279;119.169141;149.269835;126.817678;0.246727
20200625-3;summer;3;178.630348;162.593093;134.712942;101.15807;197.3816;56.500483;240.805552;118.42896;148.529654;128.544767;0.246727
20200625-3;summer;4;178.630348;161.852912;134.712942;99.184254;196.888146;56.007029;240.805552;118.922414;149.269835;127.804586;0.246727
20200625-3;summer;5;179.123802;161.606185;134.959669;98.937527;197.628327;55.266848;241.052279;117.195325;149.516562;125.584043;0.246727
20200625-3;summer;6;179.370529;162.099639;135.206396;98.937527;197.3816;55.760302;241.299006;118.922414;150.50347;127.064405;0.246727
20200625-3;summer;7;179.370529;162.099639;134.959669;99.184254;197.134873;56.007029;241.052279;118.182233;150.010016;125.83077;0.246727
